"ages","pollen.Ash","pollen.Beech","pollen.Birch","pollen.Hemlock","pollen.Hickory","pollen.Maple","pollen.Oak","pollen.Other_conifer","pollen.Other_hardwood","pollen.Pine","pollen.Spruce"
79,1,3,2,2,4,3,186,1,22,46,0
